From Date,To Date,KE_PM2.5,KE_PM10,KE_NO2,KE_CO,K_PM2.5,K_PM10,K_NO2,K_CO,VPW_PM2.5,VPW_PM10,VPW_NO2,VPW_CO,D_PM2.5,D_PM10,D_NO2,D_CO,C_PM2.5,C_PM10,C_NO2,C_CO,BKC_PM2.5,BKC_PM10,BKC_NO2,BKC_CO,CE_PM2.5,CE_PM10,CE_NO2,CE_CO,SN_PM2.5,SN_PM10,SN_NO2,SN_CO,CSIA(_PM2.5,CSIA(_PM10,CSIA(_NO2,CSIA(_CO,S_PM2.5,S_PM10,S_NO2,S_CO
01-01-2025 00:00,01-01-2025 01:00,75.0,154.15,69.45,1.2,23.96,106.36,8.57,0.65,64.55,242.33,43.52,0.41,86.03,217.41,59.13,1.65,61.33,125.21,33.23,1.18,95.06,242.03,81.0,2.03,98.59,193.7,0.12,1.57,126.03,236.84,19.49,1.04,46.32,247.48,33.66,0.66,80.57,177.27,17.27,0.81
01-01-2025 01:00,01-01-2025 02:00,85.82,175.31,64.24,1.54,23.96,106.36,8.57,0.65,65.37,243.08,39.97,0.41,89.39,210.35,50.58,1.65,64.5,128.47,26.53,1.06,99.95,302.12,69.84,1.71,98.59,193.7,1.0,1.64,136.81,236.84,14.22,0.78,39.02,188.4,34.01,0.67,85.06,177.27,18.17,0.77
01-01-2025 02:00,01-01-2025 03:00,96.84,200.84,63.87,1.67,23.96,106.36,8.57,0.65,72.77,244.03,36.85,0.41,93.28,177.3,33.19,1.65,68.74,129.52,24.96,1.02,118.22,327.22,62.31,1.62,98.59,193.7,2.41,1.47,118.35,153.97,14.04,0.64,47.56,221.89,34.45,0.67,70.77,177.27,15.6,0.75
01-01-2025 03:00,01-01-2025 04:00,95.6,200.56,56.27,1.74,23.96,106.36,8.57,0.65,71.63,241.11,41.75,0.41,84.31,146.97,27.67,1.65,67.42,124.98,16.59,0.94,119.73,292.31,59.78,1.3,98.59,193.7,4.63,1.36,122.22,191.31,13.02,0.56,41.42,178.55,31.4,0.61,70.33,177.27,15.1,0.72
01-01-2025 04:00,01-01-2025 05:00,85.95,191.51,52.7,1.74,23.96,106.36,8.57,0.65,67.96,225.62,40.49,0.41,78.01,135.82,28.18,1.65,63.68,129.92,16.25,0.92,114.93,253.78,67.14,0.92,98.59,193.7,6.76,1.33,117.63,136.05,12.65,0.52,38.79,173.7,31.11,0.61,76.57,177.27,15.57,0.72
01-01-2025 05:00,01-01-2025 06:00,81.16,182.15,63.45,1.63,23.96,106.36,8.57,0.65,65.93,212.87,40.52,0.41,84.23,146.38,33.28,1.65,63.4,125.73,18.39,0.94,104.36,211.03,69.61,0.8,98.59,193.7,17.68,1.31,114.75,162.61,13.72,0.46,42.97,192.06,30.15,0.59,80.62,177.27,15.54,0.72
01-01-2025 06:00,01-01-2025 07:00,76.99,175.8,65.22,1.48,23.96,106.36,8.57,0.65,58.03,187.0,40.15,0.43,82.81,142.01,36.4,1.65,67.57,130.6,27.27,0.96,103.02,157.9,69.18,0.56,98.59,193.7,11.95,1.19,113.38333333333334,160.03566666666669,15.61,0.44,40.12,170.03,23.82,0.46,67.91,177.27,15.18,0.7
01-01-2025 07:00,01-01-2025 08:00,73.22,171.5,56.98,1.33,23.96,106.36,8.57,0.65,49.69,162.85,38.14,0.41,89.4,145.69,38.67,1.65,67.93,137.77,21.23,0.84,95.41,133.26,64.69,0.56,98.59,193.7,59.8,1.07,112.01666666666667,157.46133333333336,15.72,0.4,38.98,150.6,24.05,0.47,66.23,177.27,15.56,0.7
01-01-2025 08:00,01-01-2025 09:00,69.96,170.81,71.22,1.17,23.96,106.36,8.57,0.65,45.15,159.08,38.28,0.41,80.83,139.81,31.58,1.65,67.11,131.08,18.24,0.79,85.34,165.78,70.71,0.57,98.59,193.7,47.89,0.7,110.65,154.887,14.15,0.38,38.08,152.35,20.07,0.39,67.29,177.27,14.57,0.68
01-01-2025 09:00,01-01-2025 10:00,63.94,165.03,72.93,1.0,23.96,106.36,8.57,0.65,40.8,160.2,41.91,0.41,67.01,134.29,21.41,1.65,64.22,132.38,12.61,0.7,87.95,166.23,73.11,0.43,98.59,193.7,46.4,0.81,109.28333333333333,152.31266666666667,11.29,0.29,34.45,136.07,18.68,0.36,63.71,177.27,13.34,0.68
01-01-2025 10:00,01-01-2025 11:00,59.53,156.99,76.6,0.85,23.96,106.36,8.57,0.65,36.38,149.35,34.42,0.41,51.68,111.14,17.39,1.65,61.84,125.18,9.97,0.66,88.94,159.18,78.59,0.36,98.59,193.7,37.19,0.71,107.91666666666667,149.73833333333334,11.46,0.22,33.01,142.0,18.53,0.36,59.53,177.27,12.89,0.68
01-01-2025 11:00,01-01-2025 12:00,58.35,152.04,66.21,0.66,23.96,106.36,8.57,0.65,33.48,131.47,38.74,0.41,52.64,108.73,14.39,1.65,55.59,117.19,7.96,0.59,82.27,146.85,65.36,0.23,98.59,193.7,36.06,0.63,106.55,147.16400000000002,10.17,0.17,31.54,134.34,17.73,0.35,56.73,177.27,12.75,0.67
01-01-2025 12:00,01-01-2025 13:00,54.08,135.4,49.13,0.51,23.96,106.36,8.57,0.65,30.58,127.28,36.94,0.41,49.95,99.5,11.81,1.65,54.85,111.04,5.29,0.53,75.46,130.84,46.3,0.17,98.59,193.7,21.82,0.52,105.18333333333334,144.5896666666667,9.28,0.1,30.85,130.85,15.32,0.31,53.76,177.27,9.54,0.65
01-01-2025 13:00,01-01-2025 14:00,49.62,122.84,25.55,0.38,23.96,106.36,8.57,0.65,34.42,133.92,46.22,0.42,58.43,93.83,12.77,1.65,43.65,105.18,4.03,0.51,63.59,86.24,35.3,0.35,98.59,193.7,36.02,0.42,103.81666666666666,142.01533333333333,9.17,0.1,28.89,114.99,14.21,0.28,49.06,177.27,8.85,0.66
01-01-2025 14:00,01-01-2025 15:00,46.65,111.09,21.7,0.26,23.96,106.36,8.57,0.65,33.59,136.46,45.2,0.42,66.91,88.16,11.6,1.65,46.43,94.96,6.66,0.53,54.29,106.97,32.49,0.42,98.59,193.7,33.14,0.34,102.45,139.441,9.24,0.01,26.51,100.25,15.02,0.3,49.9,177.27,10.07,0.67
01-01-2025 15:00,01-01-2025 16:00,44.12,98.68,17.98,0.14,23.96,106.36,8.57,0.65,35.65,132.15,44.0,0.42,45.84,74.56,23.57,1.65,46.06,98.46,9.82,0.55,57.41,116.6,33.13,0.43,98.59,193.7,32.45,0.34,101.08333333333333,136.86666666666667,15.81,0.31,28.21,108.34,16.69,0.33,51.66,177.27,9.25,0.65
01-01-2025 16:00,01-01-2025 17:00,41.38,92.86,19.42,0.4,23.96,106.36,8.57,0.65,33.81,130.91,49.67,0.42,24.68,91.65,25.39,1.65,46.53,98.21,11.44,0.56,49.97,117.04,29.28,0.39,98.59,193.7,28.76,0.31,99.71666666666667,134.29233333333335,18.16,0.36,30.31,135.4,15.98,0.31,51.77,177.27,8.66,0.65
01-01-2025 17:00,01-01-2025 18:00,41.18,87.38,20.73,0.39,24.16,107.1,8.5,0.64,31.85,127.18,45.14,0.42,13.84,100.81,28.9,1.65,46.87,96.46,15.0,0.56,63.03,115.85,32.78,0.27,98.59,193.7,27.07,0.32,98.35,131.71800000000002,17.82,0.42,30.77,123.33,16.14,0.32,50.93,177.27,9.0,0.64
01-01-2025 18:00,01-01-2025 19:00,40.97,85.73,24.09,0.41,23.05,103.01,8.12,0.6,32.3,128.32,41.69,0.42,27.48,95.51,54.52,1.65,44.11,95.12,20.66,0.67,61.11,113.84,39.68,0.29,98.59,193.7,42.39,0.38,96.98333333333333,129.14366666666666,21.19,0.51,29.43,124.89,18.5,0.36,51.43,177.27,9.17,0.65
01-01-2025 19:00,01-01-2025 20:00,38.34,81.48,34.82,0.43,22.46,100.86,7.47,0.54,27.33,119.18,47.25,0.42,39.6,109.34,51.95,1.65,40.98,89.71,26.19,0.76,55.37,89.62,48.19,0.34,98.59,193.7,45.69,0.43,95.61666666666667,126.56933333333333,19.09,0.59,31.75,131.12,21.32,0.42,52.59,177.27,9.79,0.65
01-01-2025 20:00,01-01-2025 21:00,39.54,79.29,47.97,0.47,21.24,96.41,8.27,0.62,37.19,122.77,43.95,0.42,51.59,112.06,59.26,1.65,42.94,98.08,30.72,0.88,49.15,99.14,73.58,0.63,98.59,193.7,53.3,0.51,94.25,123.995,21.36,0.84,32.82,133.0,24.29,0.48,51.83,177.27,10.78,0.67
01-01-2025 21:00,01-01-2025 22:00,39.92,86.15,52.38,0.56,22.49,100.94,8.98,0.69,35.98,142.66,39.19,0.42,79.25,144.56,64.06,1.65,43.21,95.39,27.93,0.9,48.15,106.9,85.38,0.95,98.59,193.7,40.67,0.62,92.88333333333333,121.42066666666668,17.69,1.44,34.54,152.03,24.56,0.48,51.77,177.27,10.21,0.68
01-01-2025 22:00,01-01-2025 23:00,38.56,89.39,45.81,0.61,25.59,112.35,11.67,0.96,33.54,142.7,40.56,0.42,90.07,178.06,56.94,1.65,43.26,91.01,36.38,1.08,47.92,141.47,77.08,0.81,98.59,193.7,41.52,0.77,91.51666666666667,118.84633333333333,12.47,1.98,35.24,155.47,29.36,0.57,62.72,177.27,11.93,0.71
01-01-2025 23:00,02-01-2025 00:00,38.7,85.13,48.66,0.63,30.71,131.11,13.71,1.16,32.25,145.3,41.96,0.42,94.16,197.61,49.73,1.65,45.22,101.53,42.28,1.32,53.72,153.23,78.86,0.81,98.59,193.7,37.38,0.93,90.15,116.27199999999999,14.5,1.91,36.93,169.93,34.16,0.67,61.79,177.27,12.79,0.71
02-01-2025 00:00,02-01-2025 01:00,35.92,82.95,54.66,0.64,28.0,121.18,12.16,1.01,28.84,132.93,40.98,0.42,81.55,186.3,50.1,1.65,52.66,106.39,36.2,1.5,59.44,154.55,78.26,0.89,98.59,193.7,78.31,1.06,88.78333333333333,113.69766666666666,17.91,1.4,39.55,190.49,29.38,0.58,58.58,177.27,13.38,0.72
02-01-2025 01:00,02-01-2025 02:00,35.89,83.48,58.93,0.68,26.57,115.45,11.87,0.98,27.05,129.25,38.46,0.42,69.7,165.61,45.33,1.65,54.89,105.0,33.9,1.53,59.61,157.45,64.86,1.04,98.59,193.7,55.57,1.12,87.41666666666666,111.12333333333333,16.23,0.7,37.07,166.3,26.21,0.51,56.41,177.27,14.68,0.73
02-01-2025 02:00,02-01-2025 03:00,39.71,90.03,53.41,0.8,25.54,110.81,13.66,1.19,27.75,123.85,42.37,0.42,66.93,142.91,43.45,1.65,53.4,113.85,24.34,1.03,62.02,195.04,56.57,1.18,98.59,193.7,36.59,0.89,86.05,108.549,14.78,0.55,34.35,147.98,25.64,0.5,59.09,177.27,18.16,0.75
02-01-2025 03:00,02-01-2025 04:00,42.89,101.65,51.93,0.95,26.07,115.6,14.98,1.33,33.99,136.43,34.93,0.42,56.82,111.4,36.03,1.65,48.08,105.22,15.41,0.84,68.86,225.06,61.19,0.86,98.59,193.7,35.7,1.06,84.68333333333334,105.97466666666666,13.6,0.47,36.01,150.77,27.62,0.54,69.94,177.27,16.87,0.69
02-01-2025 04:00,02-01-2025 05:00,43.03,105.28,57.49,0.98,22.61,101.35,13.32,1.12,36.23,140.15,43.17,0.42,53.59,99.54,35.61,1.65,47.45,97.13,17.54,0.84,67.3,203.37,57.39,0.58,98.59,193.7,40.28,0.99,83.31666666666666,103.40033333333332,14.75,0.41,37.57,152.5,27.66,0.54,57.43,177.27,15.73,0.68
02-01-2025 05:00,02-01-2025 06:00,43.18,103.79,64.88,0.96,20.25,92.78,10.69,0.86,37.98,136.27,37.36,0.41,51.95,98.11,33.87,1.65,47.48,102.02,19.33,0.74,64.91,171.03,64.42,0.69,98.59,193.7,30.78,0.66,81.95,100.826,15.46,0.29,34.43,142.94,22.97,0.45,53.47,177.27,14.77,0.68
02-01-2025 06:00,02-01-2025 07:00,43.15,101.75,70.67,0.93,21.27,96.51,12.13,1.01,32.0,117.0,38.73,0.41,43.23,104.59,38.49,1.65,47.48,91.8,21.97,0.7,62.3,153.99,58.59,0.99,98.59,193.7,29.9,0.79,80.58333333333334,98.25166666666667,18.46,0.3,32.19,122.29,19.63,0.39,57.49,177.27,14.88,0.68
02-01-2025 07:00,02-01-2025 08:00,45.92,104.14,61.3,0.96,23.48,104.6,10.61,0.85,35.6,121.2,36.65,0.41,47.02,103.66,39.27,1.65,49.36,105.83,24.43,0.73,70.22,177.56,66.59,1.13,98.59,193.7,34.83,0.77,79.21666666666667,95.67733333333332,16.88,0.44,32.82,120.62,18.27,0.36,62.0,177.27,14.92,0.68
02-01-2025 08:00,02-01-2025 09:00,48.32,115.51,73.85,0.86,23.25,103.75,10.28,0.82,35.6,136.65,36.07,0.41,51.02,125.49,38.39,1.65,54.06,108.11,26.77,0.78,72.96,191.24,75.78,0.71,98.59,193.7,43.56,0.61,77.85,93.103,16.82,0.4,31.54,122.47,19.52,0.38,65.92,177.27,14.82,0.68
02-01-2025 09:00,02-01-2025 10:00,49.58,125.92,78.04,0.85,22.56,101.22,9.67,0.76,34.97,144.87,39.0,0.42,49.78,116.1,29.55,1.65,52.97,114.11,23.75,0.74,75.56,174.38,81.03,0.55,98.59,193.7,28.7,0.79,76.48333333333333,90.52866666666667,15.55,0.33,33.31,131.84,19.24,0.38,61.12,177.27,12.92,0.67
02-01-2025 10:00,02-01-2025 11:00,49.86,129.44,85.02,0.84,22.05,99.38,8.34,0.62,33.22,143.22,37.7,0.42,48.52,109.36,22.17,1.65,48.93,114.19,16.75,0.67,75.77,167.53,81.1,0.52,98.59,193.7,26.88,0.73,75.11666666666667,87.95433333333332,12.95,0.25,33.23,136.31,18.53,0.36,57.39,177.27,12.54,0.67
02-01-2025 11:00,02-01-2025 12:00,42.41,130.29,76.54,0.69,22.47,100.89,8.29,0.62,33.75,152.07,39.0,0.42,39.52,98.2,19.22,1.65,48.93,114.12,12.96,0.63,78.12,170.53,79.83,0.43,98.59,193.7,29.57,0.66,73.75,85.38,11.57,0.19,33.2,137.54,17.35,0.34,54.92,177.27,11.23,0.66
02-01-2025 12:00,02-01-2025 13:00,39.42,122.24,63.87,0.59,22.36,100.47,7.51,0.54,31.79,149.48,45.67,0.41,85.3,92.94,16.19,1.65,53.1,109.08,9.24,0.54,71.44,156.51,71.44,0.37,98.59,193.7,24.94,0.62,80.96000000000001,63.28,10.6,0.18,30.47,139.93,16.89,0.33,53.64,177.27,8.87,0.64
02-01-2025 13:00,02-01-2025 14:00,39.39,117.34,43.17,0.53,20.95,95.31,6.9,0.48,37.2,172.57,46.35,0.42,82.44,106.71,12.89,1.65,46.22,102.13,6.6,0.49,71.26,148.92,49.38,0.55,98.59,193.7,23.61,0.39,88.17,175.08,10.25,0.07,30.75,129.97,15.53,0.3,51.32,177.27,9.44,0.64
02-01-2025 14:00,02-01-2025 15:00,38.95,114.2,26.77,0.43,21.17,96.13,6.5,0.44,35.64,150.13,44.02,0.42,60.96,89.08,25.48,1.65,43.0,98.17,17.78,0.63,71.97,137.04,43.2,0.57,98.59,193.7,23.84,0.47,89.59,178.32,18.03,0.35,29.16,124.52,17.95,0.35,50.33,109.77,8.92,0.64
02-01-2025 15:00,02-01-2025 16:00,39.88,105.58,21.76,0.32,24.4,106.29,6.53,0.45,37.01,136.53,41.72,0.42,54.84,94.72,31.71,1.65,46.12,101.88,16.07,0.58,68.94,132.87,39.72,0.62,98.59,193.7,23.41,0.62,99.12,211.6,21.4,0.49,31.46,141.18,16.91,0.33,53.09,123.67,9.29,0.62
02-01-2025 16:00,02-01-2025 17:00,38.09,97.75,24.23,0.42,25.36,111.86,6.23,0.41,32.23,129.85,46.52,0.42,28.68,101.3,29.43,1.65,48.45,102.67,22.94,0.6,60.44,128.77,40.78,0.52,98.59,193.7,24.7,0.73,100.16,243.39,16.05,0.32,32.79,148.62,16.3,0.32,52.99,125.28,9.14,0.64
02-01-2025 17:00,02-01-2025 18:00,34.88,93.61,33.81,0.41,22.93,102.69,6.67,0.43,30.8,131.07,47.85,0.42,18.17,109.3,34.01,1.65,41.38,105.92,30.7,0.64,58.99,119.49,53.12,0.37,98.59,193.7,25.109444444444442,0.72,94.53,243.56,16.01,0.34,32.63,144.03,18.11,0.36,51.56,129.85,9.44,0.64
02-01-2025 18:00,02-01-2025 19:00,36.53,93.79,43.5,0.44,21.66,97.92,6.56,0.45,30.8,139.2,42.99,0.42,36.16,111.86,41.4,1.65,42.36,69.95,33.07,0.7,59.41,115.46,56.96,0.43,98.59,193.7,25.51888888888889,0.73,88.17,243.42,18.43,0.46,35.06,167.21,20.53,0.4,49.79,134.31,10.94,0.63
02-01-2025 19:00,02-01-2025 20:00,40.6,93.01,49.85,0.5,22.58,101.27,7.23,0.52,33.01,139.62,52.07,0.42,46.75,117.32,58.81,1.65,40.52,41.97,39.57,0.82,61.5,122.31,63.57,0.53,98.59,193.7,25.928333333333335,0.76,91.65,235.13,20.15,0.66,33.94,154.82,23.0,0.45,55.01,145.2,13.08,0.67
02-01-2025 20:00,02-01-2025 21:00,45.91,99.31,46.14,0.55,24.08,106.77,8.44,0.63,33.6,138.68,48.49,0.42,58.28,135.16,66.44,1.65,38.876250000000006,44.846875,43.4,0.96,60.98,138.33,93.18,0.85,98.59,193.7,26.337777777777777,0.82,100.69,196.72,26.04,1.02,36.52,170.22,26.71,0.53,54.52,154.91,13.82,0.69
02-01-2025 21:00,02-01-2025 22:00,50.52,104.26,56.84,0.61,25.57,112.27,9.88,0.78,36.75,139.63,45.95,0.42,74.57,198.71,66.05,1.65,37.2325,47.723749999999995,48.18,1.09,56.66,140.67,88.24,0.96,98.59,193.7,26.74722222222222,0.92,109.47,234.2,24.3,1.84,37.89,186.42,33.08,0.65,59.26,180.6,13.06,0.71
02-01-2025 22:00,02-01-2025 23:00,50.26,101.56,49.71,0.66,27.27,118.53,11.43,0.94,39.49,170.8,41.54,0.42,87.8,211.03,64.19,1.65,35.588750000000005,50.600625,53.24,1.27,61.58,148.07,78.12,1.33,98.59,193.7,27.156666666666666,1.09,127.84,237.07,8.88,2.4,39.91,210.62,34.96,0.68,60.41,170.48,12.84,0.73
02-01-2025 23:00,03-01-2025 00:00,50.12,113.27,65.36,0.86,34.31,144.42,18.01,1.6,40.32,180.45,45.14,0.42,81.53,214.97,55.43,1.65,33.945,53.4775,49.22,1.57,64.28,167.81,69.8,1.67,98.59,193.7,27.566111111111113,1.36,142.71,225.51090909090908,16.15,2.21,42.56,213.08,37.77,0.74,59.63,165.08,14.31,0.74
03-01-2025 00:00,03-01-2025 01:00,50.63,121.22,47.64,0.95,38.27,158.83,20.88,1.88,37.57,158.02,43.81,0.42,78.57,197.77,56.69,1.65,32.30125,56.354375,39.7,1.22,68.42,189.78,60.71,1.96,98.59,193.7,27.975555555555555,1.57,145.71,213.95181818181817,23.8,0.9,42.26,209.89,46.94,0.92,62.38,177.88,19.18,0.77
03-01-2025 01:00,03-01-2025 02:00,53.27,136.46,65.43,1.26,30.97,131.93,18.88,1.68,41.11,179.02,47.13,0.42,71.89,171.32,47.01,1.65,30.657500000000002,59.23125,27.39,0.89,73.54,223.44,80.74,1.06,98.59,193.7,28.384999999999998,1.6,139.0211111111111,202.39272727272726,19.21,0.79,47.1,237.29,37.42,0.68,79.98,261.12,18.78,0.74
03-01-2025 02:00,03-01-2025 03:00,55.54,142.43,64.06,1.27,23.01,102.87,15.83,1.37,40.91,157.93,47.19,0.42,68.06,152.38,39.05,1.65,29.01375,62.108125,23.93,0.83,79.53,213.72,74.2,0.71,98.59,193.7,28.794444444444444,1.44,132.33222222222224,190.83363636363634,15.78,0.64,35.85,155.24,22.07,0.43,66.81,214.08,18.07,0.72
03-01-2025 03:00,03-01-2025 04:00,53.87,130.25,65.05,1.16,19.54,90.16,13.61,1.15,30.62,118.58,37.8,0.42,63.1,125.69,37.43,1.65,27.37,64.985,22.81,0.76,76.96,192.34,69.25,0.67,98.59,193.7,29.20388888888889,1.24,125.64333333333335,179.27454545454543,14.76,0.34,28.7,101.09,20.56,0.4,58.55,161.2,14.65,0.67
03-01-2025 04:00,03-01-2025 05:00,48.18,118.8,60.55,1.07,19.67,90.63,11.92,0.98,22.95,102.47,41.14,0.42,57.32,115.32,31.11,1.65,25.72625,67.861875,30.93,0.77,80.22,186.59,67.5,0.59,98.59,193.7,29.613333333333333,1.04,118.95444444444445,167.71545454545455,16.94,0.31,27.83,105.88,18.76,0.37,54.7,138.47,13.02,0.66
03-01-2025 05:00,03-01-2025 06:00,40.31,117.26,58.41,0.98,18.85,87.6,10.55,0.84,21.91,97.19,36.56,0.42,62.33,108.73,29.39,1.65,24.0825,70.73875,31.52,0.87,71.22,170.88,62.57,0.63,98.59,193.7,30.022777777777776,0.9,112.26555555555557,156.15636363636364,17.08,0.24,28.07,106.62,18.95,0.37,54.47,136.75,14.59,0.67
03-01-2025 06:00,03-01-2025 07:00,36.8,113.6,54.72,0.89,19.07,88.43,10.73,0.86,28.0,106.8,41.21,0.42,57.26,115.4,34.05,1.65,22.43875,73.615625,18.98,0.91,69.96,152.09,57.57,0.7,98.59,193.7,30.432222222222222,0.78,105.57666666666668,144.59727272727272,16.85,0.21,28.1,102.47,18.0,0.35,54.75,134.09,13.44,0.65
03-01-2025 07:00,03-01-2025 08:00,37.97,113.89,59.27,0.85,22.48,99.15,10.93,0.89,26.4,119.67,39.95,0.42,57.23,117.24,38.59,1.65,20.795,76.4925,15.89,0.97,69.66,151.36,55.09,0.79,98.59,193.7,30.84166666666667,0.72,98.88777777777779,133.0381818181818,15.81,0.28,28.37,102.58,18.36,0.36,54.77,139.62,14.48,0.67
03-01-2025 08:00,03-01-2025 09:00,38.95,119.75,67.45,0.84,21.94,97.01,10.16,0.81,27.03,135.23,36.6,0.42,54.65,140.01,42.77,1.65,19.15125,79.36937499999999,22.66,0.97,67.46,150.12,64.56,0.8,98.59,193.7,31.25111111111111,0.51,92.19888888888889,121.4790909090909,14.04,0.24,31.12,128.9,23.44,0.46,58.71,152.0,14.32,0.67
03-01-2025 09:00,03-01-2025 10:00,39.8,125.79,81.15,0.83,21.37,97.34,10.17,0.83,31.92,179.77,36.83,0.42,41.23,127.16,38.9,1.65,17.5075,82.24625,25.12,0.84,69.43,148.93,71.94,0.67,98.59,193.7,31.660555555555554,0.72,85.51,109.92,17.01,0.23,37.14,166.62,19.7,0.39,60.66,156.75,13.43,0.67
03-01-2025 10:00,03-01-2025 11:00,42.87,129.83,81.56,0.76,20.75,94.59,9.28,0.7,30.36,152.91,43.65,0.42,43.63,115.98,33.5,1.65,15.86375,85.123125,22.88,0.7,74.86,162.66,90.57,0.67,98.59,193.7,32.07,0.75,71.71,82.05,16.84,0.14,32.24,138.72,18.44,0.36,53.75,137.77,12.32,0.64
03-01-2025 11:00,03-01-2025 12:00,42.42,128.14,84.59,0.76,19.96,91.67,9.37,0.73,27.39,137.27,34.35,0.42,77.28,128.3,27.93,1.65,14.22,88.0,15.85,0.46,75.06,162.34,83.94,0.54,98.59,193.7,30.55,0.77,73.36,82.08,16.1,0.11,31.7,132.88,18.08,0.36,51.87,133.41,10.97,0.62
03-01-2025 12:00,03-01-2025 13:00,36.36,123.86,85.15,0.62,20.36,93.19,8.44,0.64,28.06,146.97,46.71,0.42,82.29,114.54,22.11,1.65,16.19,98.08,7.52,0.38,66.0,155.69,80.16,0.49,98.59,193.7,22.34,0.26,60.77,63.54,14.55,0.03,30.33,137.69,15.94,0.31,47.84,123.16,9.42,0.59
03-01-2025 13:00,03-01-2025 14:00,35.84,125.64,76.0,0.51,18.04,84.65,7.56,0.55,24.31,142.6,46.33,0.42,53.01,115.67,17.96,1.65,17.27,88.89,8.19,0.36,61.04,139.89,54.46,0.52,98.59,193.7,18.25,0.19,54.32,60.82,10.37,0.17,26.92,114.6,13.84,0.27,45.89,118.39,9.24,0.58
03-01-2025 14:00,03-01-2025 15:00,53.06,157.63,45.99,0.43,14.33,71.05,6.88,0.48,19.41,110.7,47.05,0.42,32.88,95.19,14.82,1.65,20.78,81.59,8.23,0.3,47.75,118.92,45.72,0.5,98.59,193.7,17.22,0.05,44.82,49.36,8.77,0.31000000000000005,25.23,102.94,12.85,0.25,44.36,111.83,8.09,0.57
03-01-2025 15:00,03-01-2025 16:00,51.21,148.5,37.21,0.36,12.35,63.79,5.47,0.34,21.54,120.07,47.87,0.42,17.54,69.95,14.1,1.65,18.62,72.44,11.03,0.31,47.23,102.92,60.92,0.58,98.59,193.7,15.71,0.02,2.14,5.1,9.68,0.45,24.28,102.12,12.93,0.25,41.17,101.13,7.74,0.56
03-01-2025 16:00,03-01-2025 17:00,46.38,136.25,37.09,0.45,12.57,64.59,5.34,0.32,26.5,130.15,49.16,0.42,20.47,73.31,17.21,1.65,20.22,68.58,46.32,0.57,47.37,113.73,66.12,0.74,98.59,193.7,23.14,0.3,48.22,115.05,8.79,0.47,25.02,117.8,14.98,0.3,44.06,118.63,11.3,0.62
03-01-2025 17:00,03-01-2025 18:00,37.41,124.57,37.94,0.43,19.75,90.91,6.04,0.39,26.45,128.48,40.99,0.42,34.21,78.21,63.8,1.65,31.06,79.73,45.15,0.62,47.64,122.55,63.29,0.59,98.59,193.7,23.187575757575758,0.3059090909090909,45.01,132.92,30.76,1.35,28.94,141.72,18.27,0.36,50.18,141.25,13.52,0.62
03-01-2025 18:00,03-01-2025 19:00,31.34,111.5,41.04,0.43,26.3,114.94,7.82,0.57,25.07,128.77,48.6,0.42,24.63,118.8,85.05,1.65,33.22,79.53,38.47,0.67,53.71,121.44,68.1,0.61,98.59,193.7,23.235151515151514,0.3118181818181818,62.51,134.16866666666667,40.26,1.6,33.95,166.68,20.84,0.41,50.01,144.58,13.71,0.66
03-01-2025 19:00,03-01-2025 20:00,35.34,108.56,47.87,0.45,24.01,106.55,7.88,0.58,24.71,132.62,43.56,0.41,29.18,164.45,75.64,1.65,37.5,82.88,46.91,0.86,48.88,113.79,68.95,0.62,98.59,193.7,23.282727272727275,0.3177272727272727,76.84,135.41733333333332,27.93,1.43,34.4,171.39,21.81,0.43,50.25,157.78,16.23,0.66
03-01-2025 20:00,03-01-2025 21:00,40.29,109.41,54.69,0.49,20.95,95.32,8.27,0.62,25.75,137.33,51.99,0.42,45.58,169.22,74.72,1.65,37.24,92.62,51.84,0.97,51.42,118.94,90.14,0.77,98.59,193.7,23.330303030303032,0.3236363636363636,80.87,136.666,28.19,1.68,31.12,159.17,24.27,0.47,52.52,150.15,17.07,0.65
03-01-2025 21:00,03-01-2025 22:00,53.54,117.47,73.39,0.55,23.4,104.3,9.15,0.7,26.94,133.88,48.43,0.42,70.65,190.52,69.76,1.65,35.03,96.28,51.6,1.06,48.84,122.24,102.55,0.96,98.59,193.7,23.37787878787879,0.32954545454545453,88.22,137.91466666666665,24.9,2.1,35.43,167.35,23.34,0.45,50.42,138.96,16.66,0.68
03-01-2025 22:00,03-01-2025 23:00,73.26,146.15,84.0,0.75,26.48,114.65,10.86,0.88,28.46,139.92,47.54,0.42,77.10000000000001,191.57,71.74,1.65,36.53,104.86,49.43,1.09,52.04,161.0,88.73,1.5,98.59,193.7,23.425454545454546,0.33545454545454545,100.26,139.16333333333333,24.32,1.95,33.44,157.05,32.65,0.64,54.49,152.6,19.53,0.72
03-01-2025 23:00,04-01-2025 00:00,80.78,182.56,73.39,0.97,28.48,121.76,13.1,1.15,31.95,164.69,50.57,0.41,83.55,204.21666666666667,57.79,1.65,40.33,107.96,39.2,0.96,58.83,323.27,79.14,1.38,98.59,193.7,23.473030303030303,0.34136363636363637,107.92,140.412,20.05,1.58,43.31,257.87,32.94,0.65,63.2,201.26,20.14,0.72
